event_id,participant_id,company,plan_type,vest_date,shares,price_usd,value_usd,status
V01839,P100176,Coca-Cola,RSU,2026-10-02,105,123.05,12919.98,upcoming
V00505,P100319,Vodafone,RSU,2026-10-03,44,67.96,2990.16,upcoming
V01294,P100389,Unilever,SAYE,2026-10-03,169,9.02,1524.98,upcoming
V00141,P100386,Novartis,RSU,2026-10-03,180,106.16,19108.59,upcoming
V00713,P100183,Barclays,SAYE,2026-10-04,9,15.69,141.17,upcoming
V00683,P100432,Siemens,RSU,2026-10-04,136,178.2,24235.4,upcoming
V01112,P100437,Coca-Cola,RSU,2026-10-04,99,79.11,7831.82,upcoming
V00962,P100161,BP,RSU,2026-10-04,68,70.97,4825.93,upcoming
V00515,P100313,Barclays,ESPP,2026-10-05,175,71.74,12553.65,upcoming
V01527,P100238,SAP,RSU,2026-10-05,94,214.97,20207.06,upcoming
V00767,P100111,AstraZeneca,ESPP,2026-10-05,209,29.86,6241.46,upcoming
V01338,P100304,Unilever,SAYE,2026-10-05,108,31.62,3414.83,upcoming
V00735,P100120,DHL,SAYE,2026-10-06,246,17.27,4248.13,upcoming
V00481,P100172,AstraZeneca,ESPP,2026-10-07,237,37.0,8767.94,upcoming
V00726,P100444,AstraZeneca,RSU,2026-10-08,67,200.88,13459.23,upcoming
V00659,P100027,SAP,SAYE,2026-10-08,199,21.08,4194.14,upcoming
V00971,P100347,AstraZeneca,RSU,2026-10-08,103,201.82,20787.88,upcoming
V01223,P100440,Unilever,RSU,2026-10-08,49,113.85,5578.5,upcoming
V00877,P100112,Barclays,RSU,2026-10-08,52,173.82,9038.9,upcoming
V00936,P100405,BP,RSU,2026-10-08,224,79.82,17880.24,upcoming
V01673,P100159,Novartis,ESPP,2026-10-09,230,83.75,19262.38,upcoming
V00382,P100400,Barclays,RSU,2026-10-09,70,111.04,7772.46,upcoming
V00278,P100456,Vodafone,RSU,2026-10-10,214,201.52,43125.79,upcoming
V01763,P100184,Novartis,RSU,2026-10-10,64,95.13,6088.55,upcoming
V01315,P100465,Siemens,ESPP,2026-10-10,166,54.26,9007.16,upcoming
V01314,P100012,Siemens,RSU,2026-10-11,93,189.74,17645.81,upcoming
V00816,P100168,Barclays,ESPP,2026-10-13,51,88.67,4522.03,upcoming
V00326,P100222,Siemens,RSU,2026-10-14,180,185.43,33377.08,upcoming
V01842,P100328,Siemens,RSU,2026-10-14,103,103.47,10657.55,upcoming
V00640,P100300,Novartis,RSU,2026-10-15,161,169.09,27223.6,upcoming
V00609,P100046,Barclays,RSU,2026-10-15,193,110.51,21328.72,upcoming
V00705,P100002,Unilever,RSU,2026-10-16,215,189.56,40756.06,upcoming
V01591,P100258,SAP,RSU,2026-10-16,83,207.08,17187.9,upcoming
V01306,P100346,Vodafone,RSU,2026-10-16,56,137.88,7721.01,upcoming
V01621,P100085,SAP,RSU,2026-10-17,57,199.52,11372.55,upcoming
V00798,P100147,DHL,RSU,2026-10-17,187,167.26,31277.31,upcoming
V00758,P100106,Coca-Cola,RSU,2026-10-17,237,83.29,19740.5,upcoming
V00808,P100184,Novartis,RSU,2026-10-18,142,91.06,12929.99,upcoming
V01154,P100253,AstraZeneca,RSU,2026-10-18,131,102.26,13396.39,upcoming
V01216,P100174,AstraZeneca,RSU,2026-10-18,76,180.91,13749.27,upcoming
V01457,P100016,DHL,ESPP,2026-10-19,39,67.17,2619.68,upcoming
V01881,P100479,Coca-Cola,RSU,2026-10-19,53,190.92,10118.79,upcoming
V01830,P100444,AstraZeneca,RSU,2026-10-19,193,100.66,19428.22,upcoming
V00832,P100391,SAP,RSU,2026-10-19,179,153.54,27483.32,upcoming
V01801,P100438,Novartis,ESPP,2026-10-19,199,41.46,8249.56,upcoming
V00202,P100127,SAP,RSU,2026-10-19,12,137.82,1653.81,upcoming
V00116,P100252,Coca-Cola,ESPP,2026-10-20,45,31.64,1423.91,upcoming
V00627,P100456,Vodafone,RSU,2026-10-21,99,90.52,8961.65,upcoming
V00269,P100303,Coca-Cola,SAYE,2026-10-22,48,8.94,429.34,upcoming
V00543,P100347,AstraZeneca,ESPP,2026-10-22,72,40.16,2891.41,upcoming
V00424,P100153,DHL,RSU,2026-10-23,106,68.69,7280.78,upcoming
V01752,P100294,Unilever,SAYE,2026-10-23,10,14.64,146.37,upcoming
V01026,P100090,SAP,RSU,2026-10-24,171,200.68,34315.62,upcoming
V01746,P100333,Unilever,RSU,2026-10-24,88,210.85,18554.49,upcoming
V00639,P100338,SAP,RSU,2026-10-24,227,66.53,15103.15,upcoming
V00314,P100281,AstraZeneca,SAYE,2026-10-24,167,44.42,7418.08,upcoming
V00144,P100365,Coca-Cola,RSU,2026-10-25,119,173.63,20661.58,upcoming
V01045,P100331,AstraZeneca,RSU,2026-10-27,21,176.3,3702.39,upcoming
V00755,P100354,Coca-Cola,ESPP,2026-10-28,37,88.58,3277.59,upcoming
V01494,P100359,DHL,SAYE,2026-10-30,131,41.77,5471.86,upcoming
V00524,P100281,AstraZeneca,ESPP,2026-10-31,152,29.98,4556.85,upcoming
V01098,P100170,Barclays,RSU,2026-10-31,158,148.71,23496.49,upcoming
V00693,P100389,Unilever,ESPP,2026-10-31,227,28.09,6376.75,upcoming
V01052,P100477,DHL,RSU,2026-10-31,68,168.64,11467.63,upcoming
V01086,P100258,SAP,ESPP,2026-11-01,148,85.6,12668.92,upcoming
V00103,P100411,Siemens,RSU,2026-11-01,11,184.03,2024.34,upcoming
V01502,P100141,Coca-Cola,RSU,2026-11-02,249,68.69,17103.72,upcoming
V01727,P100080,Siemens,RSU,2026-11-03,73,165.45,12077.81,upcoming
V00493,P100357,Unilever,SAYE,2026-11-03,76,37.75,2868.94,upcoming
V01382,P100299,Siemens,RSU,2026-11-03,169,75.34,12732.58,upcoming
V01426,P100034,Coca-Cola,RSU,2026-11-03,232,175.11,40626.3,upcoming
V00292,P100366,Novartis,SAYE,2026-11-05,54,28.67,1548.01,upcoming
V01249,P100447,DHL,RSU,2026-11-06,146,197.16,28785.14,upcoming
V01528,P100073,AstraZeneca,RSU,2026-11-06,112,113.52,12714.34,upcoming
V00262,P100378,Barclays,RSU,2026-11-06,232,200.66,46552.69,upcoming
V01515,P100421,SAP,RSU,2026-11-06,14,176.34,2468.81,upcoming
V01889,P100430,BP,RSU,2026-11-07,231,109.82,25368.71,upcoming
V00771,P100461,SAP,SAYE,2026-11-07,132,39.13,5165.55,upcoming
V01304,P100059,SAP,RSU,2026-11-08,92,113.19,10413.15,upcoming
V00031,P100065,DHL,RSU,2026-11-08,138,62.69,8651.52,upcoming
V01681,P100240,Unilever,RSU,2026-11-09,211,205.74,43411.49,upcoming
V01504,P100349,SAP,RSU,2026-11-09,7,132.53,927.68,upcoming
V00223,P100279,Unilever,SAYE,2026-11-09,217,13.94,3025.64,upcoming
V01692,P100173,BP,RSU,2026-11-09,104,138.53,14407.44,upcoming
V00203,P100283,AstraZeneca,RSU,2026-11-09,121,98.99,11977.97,upcoming
V01050,P100018,Unilever,ESPP,2026-11-10,171,53.53,9153.98,upcoming
V00573,P100347,AstraZeneca,RSU,2026-11-10,149,85.73,12774.1,upcoming
V00943,P100319,Vodafone,RSU,2026-11-11,92,181.38,16686.61,upcoming
V00106,P100038,AstraZeneca,RSU,2026-11-12,6,106.94,641.64,upcoming
V01203,P100396,Unilever,ESPP,2026-11-12,17,38.28,650.76,upcoming
V01410,P100069,Coca-Cola,RSU,2026-11-12,61,216.96,13234.37,upcoming
V01256,P100158,Novartis,RSU,2026-11-13,80,85.03,6802.08,upcoming
V01496,P100434,SAP,RSU,2026-11-13,102,164.14,16742.46,upcoming
V01006,P100204,SAP,RSU,2026-11-14,196,117.35,22999.65,upcoming
V00708,P100359,DHL,ESPP,2026-11-14,45,53.88,2424.53,upcoming
V01688,P100472,SAP,SAYE,2026-11-15,167,33.3,5560.66,upcoming
V00472,P100399,Coca-Cola,RSU,2026-11-15,166,124.95,20741.88,upcoming
V00983,P100352,DHL,RSU,2026-11-15,179,203.51,36428.44,upcoming
V01423,P100403,SAP,RSU,2026-11-16,106,165.69,17563.23,upcoming
V00805,P100131,BP,RSU,2026-11-16,115,99.54,11446.99,upcoming
V00904,P100337,Novartis,RSU,2026-11-16,111,93.59,10388.43,upcoming
V00496,P100387,Vodafone,RSU,2026-11-16,34,156.33,5315.36,upcoming
V00587,P100303,Coca-Cola,RSU,2026-11-16,79,179.8,14204.04,upcoming
V00305,P100162,AstraZeneca,RSU,2026-11-17,175,142.07,24862.72,upcoming
V01719,P100009,Coca-Cola,RSU,2026-11-17,72,115.63,8325.18,upcoming
V01446,P100098,SAP,RSU,2026-11-18,215,123.32,26514.38,upcoming
V01679,P100011,BP,RSU,2026-11-18,118,152.0,17936.28,upcoming
V00996,P100216,SAP,SAYE,2026-11-18,194,13.29,2577.52,upcoming
V00061,P100216,SAP,SAYE,2026-11-19,172,18.16,3123.86,upcoming
V01200,P100362,SAP,RSU,2026-11-20,125,62.31,7788.7,upcoming
V01683,P100351,AstraZeneca,RSU,2026-11-20,201,190.05,38199.71,upcoming
V00986,P100402,Novartis,SAYE,2026-11-21,82,14.78,1211.65,upcoming
V00977,P100349,SAP,SAYE,2026-11-21,135,32.72,4416.84,upcoming
V00207,P100325,Siemens,RSU,2026-11-21,99,110.92,10981.09,upcoming
V00438,P100466,Siemens,RSU,2026-11-21,163,180.53,29426.31,upcoming
V00800,P100211,DHL,SAYE,2026-11-22,191,42.39,8096.33,upcoming
V01771,P100146,Barclays,RSU,2026-11-22,168,218.78,36755.26,upcoming
V00908,P100373,Barclays,RSU,2026-11-22,232,165.15,38314.14,upcoming
V01105,P100316,Barclays,ESPP,2026-11-22,166,39.91,6624.86,upcoming
V01898,P100375,SAP,SAYE,2026-11-22,229,37.16,8509.1,upcoming
V00258,P100115,Unilever,RSU,2026-11-22,200,156.14,31227.18,upcoming
V01196,P100430,BP,RSU,2026-11-23,96,147.37,14147.36,upcoming
V01250,P100085,SAP,SAYE,2026-11-24,6,36.12,216.74,upcoming
V01088,P100420,Siemens,SAYE,2026-11-24,125,11.7,1462.99,upcoming
V01264,P100062,DHL,ESPP,2026-11-24,42,77.9,3271.71,upcoming
V01075,P100424,DHL,RSU,2026-11-25,219,75.42,16517.63,upcoming
V01625,P100169,Vodafone,ESPP,2026-11-25,161,80.81,13009.7,upcoming
V00237,P100170,Barclays,SAYE,2026-11-26,39,25.43,991.87,upcoming
V01396,P100008,SAP,RSU,2026-11-26,99,132.2,13088.28,upcoming
V00089,P100220,Barclays,RSU,2026-11-26,152,184.07,27978.32,upcoming
V00310,P100190,BP,RSU,2026-11-26,87,107.09,9316.98,upcoming
V00647,P100367,Siemens,RSU,2026-11-27,130,86.15,11199.06,upcoming
V00264,P100035,AstraZeneca,RSU,2026-11-27,205,161.6,33128.26,upcoming
V00837,P100055,Novartis,RSU,2026-11-28,141,126.2,17793.56,upcoming
V01380,P100039,Siemens,RSU,2026-11-29,114,90.29,10292.95,upcoming
V01571,P100313,Barclays,ESPP,2026-11-29,244,86.82,21184.31,upcoming
V01836,P100342,Unilever,RSU,2026-11-30,19,99.1,1882.99,upcoming
V00064,P100092,Coca-Cola,RSU,2026-11-30,130,125.8,16354.64,upcoming
V01843,P100406,AstraZeneca,ESPP,2026-11-30,229,26.99,6180.64,upcoming
V01049,P100032,Barclays,SAYE,2026-11-30,210,35.93,7545.98,upcoming
V01487,P100247,Coca-Cola,RSU,2026-12-01,170,214.16,36407.78,upcoming
V01800,P100423,SAP,SAYE,2026-12-01,120,24.74,2969.14,upcoming
V01809,P100141,Coca-Cola,RSU,2026-12-01,143,203.73,29134.07,upcoming
V01629,P100185,Siemens,RSU,2026-12-01,31,92.26,2860.13,upcoming
V00768,P100047,AstraZeneca,ESPP,2026-12-01,225,86.59,19483.33,upcoming
V00073,P100164,DHL,RSU,2026-12-01,184,178.42,32829.9,upcoming
V01071,P100458,Novartis,RSU,2026-12-01,237,107.74,25534.34,upcoming
V00516,P100043,Barclays,RSU,2026-12-02,205,152.37,31236.72,upcoming
V01581,P100115,Unilever,RSU,2026-12-02,157,204.89,32168.49,upcoming
V01403,P100369,BP,RSU,2026-12-02,131,151.29,19818.48,upcoming
V01775,P100026,Coca-Cola,RSU,2026-12-03,122,87.46,10670.36,upcoming
V01226,P100431,Novartis,SAYE,2026-12-04,63,9.58,603.59,upcoming
V01345,P100173,BP,ESPP,2026-12-04,198,87.51,17326.14,upcoming
V01197,P100341,Vodafone,ESPP,2026-12-04,219,20.65,4521.54,upcoming
V01726,P100449,DHL,ESPP,2026-12-04,214,34.09,7295.48,upcoming
V00263,P100156,AstraZeneca,RSU,2026-12-06,50,160.72,8036.13,upcoming
V01656,P100225,BP,SAYE,2026-12-07,47,24.64,1158.16,upcoming
V01754,P100161,BP,RSU,2026-12-07,73,83.92,6126.22,upcoming
V00527,P100244,DHL,ESPP,2026-12-07,47,56.61,2660.76,upcoming
V00151,P100468,SAP,RSU,2026-12-08,14,134.5,1882.96,upcoming
V00094,P100208,SAP,RSU,2026-12-08,40,73.88,2955.17,upcoming
V01065,P100265,AstraZeneca,ESPP,2026-12-08,144,26.88,3870.87,upcoming
V00440,P100464,DHL,RSU,2026-12-09,100,101.17,10116.87,upcoming
V01668,P100007,Novartis,ESPP,2026-12-10,90,50.0,4500.27,upcoming
V00403,P100434,SAP,RSU,2026-12-11,47,126.42,5941.61,upcoming
V00560,P100125,Coca-Cola,RSU,2026-12-11,121,73.84,8934.33,upcoming
V00833,P100109,BP,ESPP,2026-12-11,152,15.71,2387.57,upcoming
V00984,P100013,Unilever,SAYE,2026-12-11,50,33.16,1658.11,upcoming
V00337,P100297,Unilever,ESPP,2026-12-12,125,63.26,7907.46,upcoming
V01352,P100095,Siemens,RSU,2026-12-12,85,101.79,8651.94,upcoming
V00459,P100301,SAP,RSU,2026-12-12,206,79.63,16403.32,upcoming
V01009,P100447,DHL,ESPP,2026-12-12,5,70.97,354.85,upcoming
V00630,P100394,SAP,RSU,2026-12-13,154,149.9,23084.67,upcoming
V00165,P100029,Siemens,RSU,2026-12-14,131,114.62,15014.77,upcoming
V01873,P100143,DHL,RSU,2026-12-14,113,152.71,17255.79,upcoming
V00475,P100006,Novartis,ESPP,2026-12-14,69,62.02,4279.32,upcoming
V00698,P100275,Barclays,ESPP,2026-12-15,61,29.39,1793.05,upcoming
V00274,P100468,SAP,RSU,2026-12-15,187,158.4,29620.43,upcoming
V00102,P100296,Vodafone,RSU,2026-12-16,203,103.43,20996.35,upcoming
V00663,P100123,Coca-Cola,ESPP,2026-12-16,134,15.46,2071.21,upcoming
V00060,P100282,AstraZeneca,RSU,2026-12-16,92,174.33,16038.21,upcoming
V01517,P100221,Coca-Cola,SAYE,2026-12-16,140,32.29,4520.24,upcoming
V00976,P100168,Barclays,RSU,2026-12-17,249,158.04,39351.65,upcoming
V00129,P100203,SAP,ESPP,2026-12-17,249,89.98,22404.67,upcoming
V01488,P100106,Coca-Cola,ESPP,2026-12-17,89,61.22,5448.52,upcoming
V00101,P100074,SAP,RSU,2026-12-17,120,201.79,24215.39,upcoming
V00850,P100350,DHL,ESPP,2026-12-18,141,18.53,2613.35,upcoming
V00038,P100048,Siemens,RSU,2026-12-18,160,194.82,31171.82,upcoming
V01079,P100332,Siemens,RSU,2026-12-19,208,91.75,19084.06,upcoming
V00321,P100315,Barclays,ESPP,2026-12-20,238,58.6,13947.12,upcoming
V00167,P100004,SAP,RSU,2026-12-20,133,137.59,18299.95,upcoming
V00956,P100129,DHL,RSU,2026-12-21,146,192.2,28061.1,upcoming
V00181,P100008,SAP,SAYE,2026-12-23,40,9.97,398.96,upcoming
V00642,P100020,Novartis,ESPP,2026-12-23,196,43.82,8587.86,upcoming
V00163,P100173,BP,SAYE,2026-12-23,167,40.55,6772.14,upcoming
V01238,P100228,Siemens,SAYE,2026-12-23,75,39.87,2989.93,upcoming
V01818,P100194,SAP,ESPP,2026-12-24,89,87.67,7802.49,upcoming
V00695,P100025,AstraZeneca,RSU,2026-12-24,22,144.86,3187.01,upcoming
V01734,P100331,AstraZeneca,RSU,2026-12-24,105,195.66,20544.37,upcoming
V00801,P100081,Barclays,RSU,2026-12-24,176,118.22,20805.93,upcoming
V01272,P100307,Siemens,RSU,2026-12-26,172,79.91,13744.66,upcoming
V01081,P100179,Novartis,ESPP,2026-12-26,49,39.96,1958.13,upcoming
V01454,P100372,Barclays,RSU,2026-12-27,107,99.63,10660.25,upcoming
V00359,P100429,Unilever,SAYE,2026-12-27,249,26.73,6655.14,upcoming
V01011,P100200,Novartis,RSU,2026-12-27,156,200.14,31221.08,upcoming
V00738,P100472,SAP,ESPP,2026-12-27,171,16.76,2866.75,upcoming
V00896,P100075,AstraZeneca,RSU,2026-12-28,128,205.9,26355.13,upcoming
V01689,P100255,Novartis,RSU,2026-12-29,107,181.7,19441.94,upcoming
V00191,P100039,Siemens,RSU,2026-12-29,168,178.69,30020.15,upcoming
V01892,P100330,Novartis,RSU,2026-12-29,121,167.11,20220.57,upcoming
V01312,P100400,Barclays,ESPP,2026-12-30,150,15.96,2394.52,upcoming
V00517,P100134,DHL,ESPP,2026-12-30,227,68.98,15657.62,upcoming
V01469,P100410,Siemens,SAYE,2026-12-31,92,24.05,2212.48,upcoming
V00113,P100355,DHL,RSU,2026-12-31,143,153.52,21952.7,upcoming
V01285,P100421,SAP,RSU,2026-12-31,165,122.12,20150.03,upcoming
V01598,P100170,Barclays,ESPP,2026-12-31,30,53.1,1592.92,upcoming
V01846,P100432,Siemens,RSU,2027-01-01,161,198.56,31968.01,upcoming
V00547,P100334,SAP,RSU,2027-01-01,80,107.13,8570.23,upcoming
V00711,P100464,DHL,SAYE,2027-01-02,65,10.33,671.35,upcoming
V00052,P100012,Siemens,RSU,2027-01-03,179,141.23,25280.78,upcoming
V01798,P100123,Coca-Cola,RSU,2027-01-03,23,200.07,4601.61,upcoming
V00364,P100045,Unilever,SAYE,2027-01-03,181,28.44,5148.41,upcoming
V01271,P100472,SAP,RSU,2027-01-03,117,132.96,15556.04,upcoming
V01691,P100353,DHL,RSU,2027-01-04,218,105.54,23008.61,upcoming
V00346,P100380,DHL,SAYE,2027-01-04,56,14.09,789.27,upcoming
V00335,P100413,BP,RSU,2027-01-06,39,148.9,5807.03,upcoming
V00215,P100228,Siemens,RSU,2027-01-06,138,125.92,17376.4,upcoming
V01655,P100009,Coca-Cola,ESPP,2027-01-06,173,26.81,4638.34,upcoming
V01876,P100246,DHL,SAYE,2027-01-07,101,12.52,1264.09,upcoming
V01652,P100190,BP,SAYE,2027-01-09,214,24.06,5148.45,upcoming
V00797,P100280,SAP,RSU,2027-01-09,114,113.26,12911.78,upcoming
V01667,P100051,SAP,RSU,2027-01-09,14,123.2,1724.79,upcoming
V01347,P100315,Barclays,RSU,2027-01-10,64,80.68,5163.53,upcoming
V00596,P100067,Barclays,SAYE,2027-01-11,149,30.04,4475.75,upcoming
V01687,P100213,Unilever,SAYE,2027-01-12,35,25.34,886.89,upcoming
V00154,P100439,Siemens,RSU,2027-01-14,26,111.84,2907.75,upcoming
V00454,P100337,Novartis,ESPP,2027-01-16,206,45.36,9343.28,upcoming
V00580,P100472,SAP,SAYE,2027-01-17,112,20.57,2303.65,upcoming
V00290,P100131,BP,RSU,2027-01-17,16,96.08,1537.34,upcoming
V00260,P100167,Unilever,RSU,2027-01-17,93,207.12,19261.76,upcoming
V01300,P100110,Coca-Cola,RSU,2027-01-17,183,161.62,29576.11,upcoming
V00220,P100018,Unilever,RSU,2027-01-18,124,205.71,25507.57,upcoming
V01184,P100140,Coca-Cola,RSU,2027-01-18,129,65.96,8509.35,upcoming
V00199,P100116,Novartis,RSU,2027-01-18,205,174.34,35740.2,upcoming
V01636,P100170,Barclays,RSU,2027-01-20,121,186.91,22616.32,upcoming
V00921,P100191,AstraZeneca,RSU,2027-01-21,249,119.68,29800.91,upcoming
V01147,P100179,Novartis,RSU,2027-01-21,120,159.76,19171.75,upcoming
V00853,P100357,Unilever,RSU,2027-01-21,99,164.27,16263.01,upcoming
V00234,P100026,Coca-Cola,RSU,2027-01-21,188,155.28,29192.63,upcoming
V01084,P100421,SAP,RSU,2027-01-21,175,133.96,23443.71,upcoming
V01144,P100369,BP,RSU,2027-01-22,78,134.38,10481.59,upcoming
V00786,P100473,SAP,ESPP,2027-01-22,27,87.87,2372.44,upcoming
V01129,P100316,Barclays,ESPP,2027-01-23,149,21.36,3183.24,upcoming
V00899,P100070,AstraZeneca,RSU,2027-01-23,73,179.48,13101.75,upcoming
V00878,P100375,SAP,SAYE,2027-01-23,152,9.78,1486.56,upcoming
V01760,P100221,Coca-Cola,RSU,2027-01-24,6,215.04,1290.22,upcoming
V00487,P100152,SAP,RSU,2027-01-25,114,92.23,10514.57,upcoming
V01569,P100023,BP,RSU,2027-01-25,56,99.97,5598.43,upcoming
V01214,P100157,Siemens,RSU,2027-01-25,234,215.04,50319.06,upcoming
V00324,P100153,DHL,ESPP,2027-01-25,247,84.98,20990.22,upcoming
V01525,P100135,SAP,RSU,2027-01-26,44,149.72,6587.53,upcoming
V01633,P100230,SAP,RSU,2027-01-27,213,81.34,17324.54,upcoming
V01230,P100111,AstraZeneca,RSU,2027-01-27,67,77.32,5180.23,upcoming
V00432,P100452,Siemens,ESPP,2027-01-28,111,24.18,2684.05,upcoming
V00374,P100036,SAP,RSU,2027-01-28,212,199.92,42383.23,upcoming
V00134,P100120,DHL,SAYE,2027-01-28,43,33.6,1444.96,upcoming
V01020,P100085,SAP,RSU,2027-01-29,149,219.28,32673.34,upcoming
V01060,P100168,Barclays,RSU,2027-01-30,224,171.35,38382.26,upcoming
V00210,P100386,Novartis,RSU,2027-01-31,48,160.26,7692.71,upcoming
V01172,P100068,SAP,ESPP,2027-02-01,155,38.21,5922.17,upcoming
V01064,P100332,Siemens,RSU,2027-02-01,172,118.59,20398.29,upcoming
V01048,P100109,BP,RSU,2027-02-01,11,70.01,770.09,upcoming
V00098,P100206,SAP,RSU,2027-02-01,111,63.72,7073.11,upcoming
V00143,P100260,SAP,SAYE,2027-02-01,229,40.5,9274.54,upcoming
V01720,P100424,DHL,RSU,2027-02-02,172,181.18,31162.9,upcoming
V00872,P100296,Vodafone,ESPP,2027-02-03,117,46.56,5446.94,upcoming
V01810,P100471,Coca-Cola,ESPP,2027-02-03,20,67.45,1348.97,upcoming
V01017,P100256,Unilever,RSU,2027-02-03,214,147.84,31637.12,upcoming
V01479,P100369,BP,RSU,2027-02-03,74,150.55,11140.43,upcoming
V00934,P100384,Barclays,RSU,2027-02-04,235,179.92,42280.36,upcoming
V00677,P100414,SAP,RSU,2027-02-04,111,92.67,10286.39,upcoming
V00938,P100208,SAP,ESPP,2027-02-05,148,79.06,11700.39,upcoming
V00146,P100101,Siemens,SAYE,2027-02-05,220,40.54,8918.6,upcoming
V01794,P100262,Barclays,RSU,2027-02-06,127,85.59,10869.73,upcoming
V00097,P100290,Unilever,RSU,2027-02-06,178,160.84,28629.11,upcoming
V00347,P100467,Vodafone,ESPP,2027-02-07,62,36.61,2269.58,upcoming
V01126,P100380,DHL,RSU,2027-02-07,25,101.69,2542.28,upcoming
V01433,P100038,AstraZeneca,RSU,2027-02-08,182,137.76,25071.43,upcoming
V01324,P100232,Vodafone,RSU,2027-02-08,9,75.32,677.9,upcoming
V01359,P100432,Siemens,RSU,2027-02-09,135,60.07,8109.01,upcoming
V00770,P100471,Coca-Cola,ESPP,2027-02-09,248,40.74,10102.36,upcoming
V00788,P100019,Siemens,RSU,2027-02-09,12,167.35,2008.17,upcoming
V00652,P100092,Coca-Cola,ESPP,2027-02-09,35,39.84,1394.4,upcoming
V01110,P100417,Novartis,RSU,2027-02-11,151,161.94,24452.54,upcoming
V00166,P100366,Novartis,SAYE,2027-02-11,179,16.0,2863.31,upcoming
V01759,P100128,SAP,RSU,2027-02-12,183,108.63,19879.96,upcoming
V01044,P100184,Novartis,RSU,2027-02-12,84,141.4,11877.75,upcoming
V01620,P100162,AstraZeneca,RSU,2027-02-13,74,172.92,12795.94,upcoming
V00479,P100454,SAP,RSU,2027-02-13,180,150.37,27067.06,upcoming
V00136,P100068,SAP,RSU,2027-02-13,40,95.34,3813.62,upcoming
V01552,P100478,Siemens,RSU,2027-02-13,22,212.33,4671.15,upcoming
V01467,P100354,Coca-Cola,SAYE,2027-02-14,125,19.53,2441.15,upcoming
V01093,P100261,Unilever,ESPP,2027-02-14,238,33.84,8055.05,upcoming
V01729,P100090,SAP,RSU,2027-02-15,166,218.58,36283.79,upcoming
V01308,P100154,SAP,RSU,2027-02-15,168,106.21,17842.97,upcoming
V00423,P100272,SAP,RSU,2027-02-15,52,167.82,8726.77,upcoming
V01346,P100137,Coca-Cola,RSU,2027-02-15,179,216.76,38800.72,upcoming
V00137,P100360,BP,RSU,2027-02-15,9,141.02,1269.18,upcoming
V01274,P100015,AstraZeneca,RSU,2027-02-17,126,219.05,27600.86,upcoming
V01342,P100039,Siemens,RSU,2027-02-17,221,195.16,43129.65,upcoming
V00045,P100285,Coca-Cola,SAYE,2027-02-18,106,35.0,3709.81,upcoming
V00194,P100140,Coca-Cola,RSU,2027-02-18,117,96.45,11284.18,upcoming
V00717,P100012,Siemens,RSU,2027-02-19,136,132.15,17972.66,upcoming
V01705,P100028,SAP,ESPP,2027-02-19,116,79.15,9181.21,upcoming
V01441,P100171,Coca-Cola,RSU,2027-02-20,193,139.73,26968.24,upcoming
V01573,P100308,AstraZeneca,RSU,2027-02-20,111,135.12,14998.13,upcoming
V00251,P100242,AstraZeneca,RSU,2027-02-20,69,145.08,10010.84,upcoming
V00482,P100374,SAP,RSU,2027-02-21,49,108.95,5338.59,upcoming
V00204,P100285,Coca-Cola,RSU,2027-02-21,204,97.71,19931.88,upcoming
V01551,P100208,SAP,ESPP,2027-02-21,193,78.45,15140.11,upcoming
V01099,P100299,Siemens,ESPP,2027-02-21,186,33.93,6311.7,upcoming
V00122,P100010,Barclays,RSU,2027-02-21,211,156.43,33005.95,upcoming
V01262,P100098,SAP,ESPP,2027-02-22,72,24.97,1797.8,upcoming
V00404,P100177,Vodafone,RSU,2027-02-22,51,163.82,8354.59,upcoming
V01107,P100288,DHL,RSU,2027-02-22,244,174.49,42574.84,upcoming
V01066,P100031,Vodafone,ESPP,2027-02-22,25,66.5,1662.61,upcoming
V01331,P100167,Unilever,RSU,2027-02-22,165,78.64,12975.09,upcoming
V00373,P100106,Coca-Cola,ESPP,2027-02-23,28,50.83,1423.28,upcoming
V01155,P100300,Novartis,RSU,2027-02-23,42,155.13,6515.62,upcoming
V01246,P100369,BP,RSU,2027-02-23,29,164.86,4780.93,upcoming
V01545,P100343,DHL,ESPP,2027-02-24,213,21.67,4614.65,upcoming
V00123,P100181,BP,RSU,2027-02-24,54,114.45,6180.2,upcoming
V00431,P100240,Unilever,RSU,2027-02-24,236,169.06,39897.63,upcoming
V01847,P100379,Novartis,RSU,2027-02-24,62,95.38,5913.46,upcoming
V01445,P100453,AstraZeneca,RSU,2027-02-24,165,168.38,27782.16,upcoming
V01802,P100035,AstraZeneca,SAYE,2027-02-25,118,12.37,1459.74,upcoming
V00063,P100028,SAP,RSU,2027-02-25,162,172.65,27968.52,upcoming
V01536,P100148,Coca-Cola,ESPP,2027-02-25,209,75.34,15745.45,upcoming
V00441,P100030,Novartis,SAYE,2027-02-25,130,14.37,1868.08,upcoming
V01694,P100323,DHL,SAYE,2027-02-25,32,32.69,1046.08,upcoming
V00128,P100155,Siemens,RSU,2027-02-25,147,123.01,18082.99,upcoming
V00178,P100053,Siemens,ESPP,2027-02-25,138,62.38,8607.77,upcoming
V01132,P100352,DHL,ESPP,2027-02-25,109,53.83,5867.52,upcoming
V01664,P100128,SAP,RSU,2027-02-26,8,72.82,582.59,upcoming
